username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017/01/18;5;7;"SpamHaus #botnet summary 2016: https://www.spamhaus.org/news/article/733/ …pic.twitter.com/NiLMcooU4s";;;#botnet;"821600878935310341";https://twitter.com/xme/status/821600878935310341
;2017/01/14;17;17;"Before you open that email, check to make sure you know who it came from. #SecureHome #botnet pic.twitter.com/jsS0vI9rD5";;;#SecureHome #botnet;"820367401380433920";https://twitter.com/McAfee/status/820367401380433920
;2017/01/13;6;11;"The video of @MasarahClouston and I @Botconf presentation on Attacking Linux/Moose is now online: http://youtu.be/xPT0TRBzwcg  #botnet #mitm";;@MasarahClouston @Botconf;#botnet #mitm;"819927947423399937";https://twitter.com/obilodeau/status/819927947423399937
;2017/01/10;18;22;"Betabot Builder source code #leaked from Nulled ping me for files. #Botnet #CyberSecurity #Malwarepic.twitter.com/IaS0JZn7Vo";;;#leaked #Botnet #CyberSecurity #Malwarepic;"818697979028766720";https://twitter.com/Jan0fficial/status/818697979028766720
;2017/01/02;37;18;"#Lawenforcement aims to achieve 5 general objectives when taking down a #botnet. Read more about #botnets here: https://www.europol.europa.eu/activities-services/public-awareness-and-prevention-guides/infographic-botnets …pic.twitter.com/j7MpOpPjPK";;;#Lawenforcement #botnet #botnets;"815920590292848640";https://twitter.com/EC3Europol/status/815920590292848640
;2016/12/27;12;22;"650Gbps #DDoS Attack from the Leet #Botnet. ????? ????? ????? ???? ??? ??????. #???_????????? https://www.incapsula.com/blog/650gbps-ddos-attack-leet-botnet.html …";;;#DDoS #Botnet #;"813754887985053697";https://twitter.com/nimari/status/813754887985053697
;2016/12/27;11;8;"CERT Switzerland Temporarily Cripples Tofsee Botnet https://www.bleepingcomputer.com/news/security/cert-switzerland-temporarily-cripples-tofsee-botnet/ … #spam #botnet #infosec pic.twitter.com/NzTD0Ft1Y5";;;#spam #botnet #infosec;"813722702766866432";https://twitter.com/campuscodi/status/813722702766866432
;2016/12/22;27;104;"Warum gibt es #Spam, #Phishing, #Botnet, #DDoS Attacken? #Netzgeschichten haben Antworten vom @BSI_Presse und Tippshttps://youtu.be/bmSvAgujUE4?list=PLCvOJU0kwPE3NZKii8W_pVx1smMO05uKK …";;@BSI_Presse;#Spam #Phishing #Botnet #DDoS #Netzgeschichten;"811891058892242944";https://twitter.com/deutschetelekom/status/811891058892242944
;2016/12/21;21;9;"The #Botnet That Broke the Internet Isn’t Going Away https://www.wired.com/2016/12/botnet-broke-internet-isnt-going-away/ … @WIRED #mirai #DDoS #CyberSecurity #cybercrime #CyberAware";;@WIRED;#Botnet #mirai #DDoS #CyberSecurity #cybercrime #CyberAware;"811674049294336000";https://twitter.com/issala/status/811674049294336000
;2016/12/21;38;27;"The latest Hacker News Paper http://thehackernews.com ! http://paper.li/TheHackersNews/1312227148?edition_id=747f92e0-c78e-11e6-9152-0cc47a0d1609 … Thanks to @security_wang #security #botnet";;@security_wang;#security #botnet;"811587589526405121";https://twitter.com/TheHackersNews/status/811587589526405121
;2016/12/20;109;81;"'MethBot' Ad Fraud Operators Making $5 Million Revenue Every Day http://thehackernews.com/2016/12/methbot-ad-fraud.html … #security #russian #infosec #botnet pic.twitter.com/FO3t2048VH";;;#security #russian #infosec #botnet;"811291177471406080";https://twitter.com/TheHackersNews/status/811291177471406080
;2016/12/20;14;25;"The #Methbot Operation http://go.whiteops.com/rs/179-SQE-823/images/WO_Methbot_Operation_WP.pdf … (PDF) #botnet #malware";;;#Methbot #botnet #malware;"811270769615454208";https://twitter.com/x0rz/status/811270769615454208
;2016/12/20;18;15;"Qu'est ce qu'un #botnet ? #PC #mobile Via @jblefevre60 @kasperskyfrancepic.twitter.com/cliX6wkIC9";;@jblefevre60 @kasperskyfrancepic;#botnet #PC #mobile;"811185700657893376";https://twitter.com/fadouce/status/811185700657893376
;2016/12/19;12;4;"Nice Article Wibu! Tis the Season to be Wary http://ow.ly/qcL0307guky  @WibuSystems #mirai #ddos #botnet #ddosattack";;@WibuSystems;#mirai #ddos #botnet #ddosattack;"810881597595680768";https://twitter.com/ICITorg/status/810881597595680768
;2016/12/19;100;169;"Morpheus - Automated Ettercap TCP/IP Hijacking Tool https://goo.gl/S1AkNx  #ARP #Botnet #Capturepic.twitter.com/Cs8yZKrIbA";;;#ARP #Botnet #Capturepic;"810858767063465985";https://twitter.com/KitPloit/status/810858767063465985
;2016/12/11;10;12;"Abusing ServiceWorkers to build a botnet for DDoS purposes http://sakurity.com/blog/2016/12/10/serviceworker_botnet.html … #botnet #DDoS #browser #malware #appsec";;;#botnet #DDoS #browser #malware #appsec;"808012478173106176";https://twitter.com/x0rz/status/808012478173106176
;2016/12/09;11;6;"~ICIT say the #Mirai #Botnet attack on Dyn was just a rehearsal for an even bigger event http://ow.ly/mD7d306WfNI  #cybersecuritypic.twitter.com/gjiKdrZgYK";;;#Mirai #Botnet #cybersecuritypic;"807297575808286720";https://twitter.com/Cyber_Sec_Int/status/807297575808286720
;2016/12/08;38;28;"Rise of the Machines: The Dyn Attack Was Just a Practice Run http://icitech.org/wp-content/uploads/2016/12/ICIT-Brief-Rise-of-the-Machines.pdf … (PDF) #botnet #malware #IoT #DDoSpic.twitter.com/thLOY2wjm1";;;#botnet #malware #IoT #DDoSpic;"806972440077287424";https://twitter.com/x0rz/status/806972440077287424
;2016/12/07;15;9;"Rise of the Machines http://icitech.org/wp-content/uploads/2016/12/ICIT-Brief-Rise-of-the-Machines.pdf … Comprehensive report on growing risk of #IoT-based #DDoS attacks via @ICITorg | #Mirai #botnet";;@ICITorg;#IoT #DDoS #Mirai #botnet;"806600169185624064";https://twitter.com/KlusAdam/status/806600169185624064
;2016/12/07;12;7;"The IoT publication every cyber professional, IoT Manufacturer and IoT user must read! #RiseoftheMachines #Mirai #Dyn #botnet https://twitter.com/ICITorg/status/806244270894153729 …";;;#RiseoftheMachines #Mirai #Dyn #botnet;"806481538623873025";https://twitter.com/ParhamTech/status/806481538623873025
;2016/12/06;50;18;"New #Botnet is Attacking the US West Coast with Huge #DDoS Attacks | https://www.hackread.com/new-mirai-like-botnet-ddos-attack/ … #Mirai #Malware #Security #CyberAttackpic.twitter.com/njLU7evagu";;;#Botnet #DDoS #Mirai #Malware #Security #CyberAttackpic;"806146843012907008";https://twitter.com/HackRead/status/806146843012907008
;2016/12/06;15;10;"ICIT Publication – Rise of the Machines: The Dyn Attack Was Just a Practice Run http://ow.ly/A0tk306QNZp  #iso #osi #tcp #ip #iot #botnet";;;#iso #osi #tcp #ip #iot #botnet;"806137416981606400";https://twitter.com/ICITorg/status/806137416981606400
;2016/12/06;30;28;"Everything you need to know about #botnet: how they work, why they are dangerous and how to stay safe -> https://kas.pr/krC4 pic.twitter.com/c1cfibe4pL";;;#botnet;"806117238994407424";https://twitter.com/e_kaspersky/status/806117238994407424
;2016/12/06;18;9;"Update soll Raspbian gegen IoT-Angriffe wappnen https://www.heise.de/ix/meldung/Update-soll-Raspbian-gegen-IoT-Angriffe-wappnen-3556731.html … #LinuxundOpenSource #Botnet";;;#LinuxundOpenSource #Botnet;"806021881295933440";https://twitter.com/iXmagazin/status/806021881295933440
;2016/12/05;17;11;"Desmantelan Avalanche, red criminal operativa por más de 6 años [Europol] http://dlvr.it/Mpmhc5  #botnet #cibercrimenpic.twitter.com/EKTQKkfGan";;;#botnet #cibercrimenpic;"805744796438401024";https://twitter.com/SeguInfo/status/805744796438401024
;2016/12/05;8;17;"À quoi reconnaît-on un bon bot sur Messenger ? Les gens lui disent merci. #IA #botnet";;;#IA #botnet;"805533143876993029";https://twitter.com/PPC/status/805533143876993029
;2016/12/04;75;68;"Nun auch online: Constanze Kurz und ich in der FAS zu den notwendigen Lehren aus dem #Telekom- #Botnet- #Routerfailhttp://m.faz.net/aktuell/feuilleton/medien/nach-dem-telekom-hacking-der-preis-der-sicherheit-14556876.html …";;;#Telekom #Botnet #Routerfailhttp;"805403436523126790";https://twitter.com/frank_rieger/status/805403436523126790
;2016/12/04;11;61;"sürüsüz araçlar üretip marsa gitme planlar? yap?yoruz. ama süpürgelerimizin botnet'e kat?lmas?n? nas?l engelleyece?iz çözemedik #IoT #botnet pic.twitter.com/LwjjRVJbTu";;;#IoT #botnet;"805304618397892608";https://twitter.com/srkninci/status/805304618397892608
;2016/12/01;21;5;"Millones de hogares alemanes sin Internet por Botnet Mirai http://dlvr.it/MnSrNg  #botnet #paísespic.twitter.com/9bdfmYfTOE";;;#botnet #pa;"804421844216360960";https://twitter.com/SeguInfo/status/804421844216360960
;2016/12/01;16;9;"Great job on dismantling the #Avalanche #botnet today! @EC3Europol @certbund @BSI_Presse @Shadowserverpic.twitter.com/ttKPy39XAu";;@EC3Europol @certbund @BSI_Presse @Shadowserverpic;#Avalanche #botnet;"804368334552780800";https://twitter.com/AntiBotnet/status/804368334552780800
;2016/12/01;21;13;"Watch out for the common signs of #malware infection indicating that your device is part of a #botnet: https://www.europol.europa.eu/activities-services/public-awareness-and-prevention-guides/infographic-botnets … #OpAvalanche pic.twitter.com/sdOaAO0cmt";;;#malware #botnet #OpAvalanche;"804346247419138054";https://twitter.com/EC3Europol/status/804346247419138054
;2016/12/01;48;20;"#OpAvalanche marks largest-ever use of sinkholing to combat #botnet infrastructures: over 800 000 domains seized, sinkholed or blocked";;;#OpAvalanche #botnet;"804344112124203008";https://twitter.com/Europol/status/804344112124203008
;2016/12/01;0;0;"ensin aivokapasiteetti käytössä. Ei tarvitse mm. DNA-sekventointi ja #botnet sekä someanalyysin & #digitalist! #digitalist";;;#botnet #digitalist #digitalist;"804124122708111360";https://twitter.com/dogetalist/status/804124122708111360
;2016/11/29;0;0;"Suomessa Zyxelin ADSL-modeemeja haittaohjelman saastuttamina #mirai #botnet #infosecfail http://www.viestintavirasto.fi/kyberturvallisuus/varoitukset/2016/varoitus-2016-04.html …";;;#mirai #botnet #infosecfail;"803687704944934912";https://twitter.com/heikpaa/status/803687704944934912
;2016/11/29;18;8;"New #Proteus mining #botnet moved to new live C2 at proteus-network[.]biz https://virustotal.com/en/file/15469d3a2de9094793f5ecdcac426e17813ef1e2077649f925f2a19ccaede296/analysis/ … @FortiGuardLabs @malwrhunterteam @pastebinpic.twitter.com/oVkat3BIYq";;@FortiGuardLabs @malwrhunterteam @pastebinpic;#Proteus #botnet;"803647993186369536";https://twitter.com/jiriatvirlab/status/803647993186369536
;2016/11/29;14;5;"Proteus analyzed, a new All-in-One #botnet - proxy, coin miner, e-commerce merchant account checker, & keylogger http://ftnt.net/2gfgm7R ";;;#botnet;"803633370383192064";https://twitter.com/FortiGuardLabs/status/803633370383192064
;2016/11/29;0;0;"Tuhansia suomalaisia modeemeja murrettu, uudelleenkäynnistys auttaa #Mirai #Botnet #IoT @Certfi ohjeet täältä http://bit.ly/2gf9Duk ";;@Certfi;#Mirai #Botnet #IoT;"803598811306360832";https://twitter.com/JukiMax/status/803598811306360832
;2016/11/21;14;8;""in case of Dyn attacker sought to take offline a gaming site with which it had a grudge + rented the #IoT #botnet" http://www.lazygamer.net/gaming-news/last-months-botnet-ddos-happened-gamer-mad-psn/ …";;;#IoT #botnet;"800633490274390016";https://twitter.com/Raj_Samani/status/800633490274390016
;2016/11/21;10;21;"That exactly explains why WordPress ecosystem is so shitty http://jeremyaboyd.com/that-time-i-brought-down-millions-of-wordpress-sites/ … #wordpress #botnet #malware";;;#wordpress #botnet #malware;"800599537639247872";https://twitter.com/x0rz/status/800599537639247872
;2016/11/16;14;16;"Protect your #IoT devices from becoming part of a #botnet. Learn how: http://symc.ly/2fVqeRH  #WednesdayWisdom";;;#IoT #botnet #WednesdayWisdom;"798912522250174464";https://twitter.com/symantec/status/798912522250174464
;2016/11/16;11;6;"Blue #Botnet Panel http://lolipop.ddns\.net/candy/login.php @malwrhunterteam @Techhelplistcom @Anteloxpic.twitter.com/9DyZTeZlrJ";;@malwrhunterteam @Techhelplistcom @Anteloxpic;#Botnet;"798725486503337984";https://twitter.com/pluckljn/status/798725486503337984
;2016/11/15;8;7;"Échanges animés lors de notre petit-déjeuner consacré aux liaisons dangereuses entre #botnet et #IoT, sujet au coeur du #FIC2017 !pic.twitter.com/j4jbAC62GN";;;#botnet #IoT #FIC2017;"798483672739540993";https://twitter.com/FIC_Obs/status/798483672739540993
;2016/11/14;15;8;"This is Far From Over: Cyber attacks cripple Twitter, Netflix, other websites http://ow.ly/Th8A3067LG8  #DYN #botnet #ddos #attack";;;#DYN #botnet #ddos #attack;"798269633241313284";https://twitter.com/ICITorg/status/798269633241313284
;2016/11/14;12;7;"The Whitepaper Coming Tomorrow: #DYN Attacks Exploit Old and Well Known Vulnerabilities http://ow.ly/kaLp3067Mjc  #ddos #botnet #cyber #attack";;;#DYN #ddos #botnet #cyber #attack;"798181284233105408";https://twitter.com/ICITorg/status/798181284233105408
;2016/11/13;33;16;"Internet of Things Malware Has Apparently Reached Almost All Countries on Earth #botnet #ddos #mirai @motherboardhttp://motherboard.vice.com/read/internet-of-things-mirai-malware-reached-almost-all-countries-on-earth …";;@motherboardhttp;#botnet #ddos #mirai;"797604670520733696";https://twitter.com/evankirstel/status/797604670520733696
;2016/11/12;10;7;"There's already an #IoT worm going around #smartcities #smarthome #botnet #CyberSecurity #insurtech #fintech http://bit.ly/2fsezcz  pic.twitter.com/jTkcFInUrt";;;#IoT #smartcities #smarthome #botnet #CyberSecurity #insurtech #fintech;"797316246559739904";https://twitter.com/andi_staub/status/797316246559739904
;2016/11/12;6;6;"Twitter Account Shows Mirai Botnets Using Your Security Camera In Cyber Turf War #mirai #botnet @MiraiAttackshttp://motherboard.vice.com/read/twitter-account-shows-mirai-botnets-using-your-smart-fridge-in-cyber-turf-war …";;@MiraiAttackshttp;#mirai #botnet;"797240775457148928";https://twitter.com/evankirstel/status/797240775457148928
;2016/11/11;31;17;"Si tus equipos se infectan con frecuencia podrían formar parte de una #botnet https://www.incibe.es/protege-tu-empresa/blog/hacer-frente-los-5-incidentes-ciberseguridad-mas-comunes-22 …";;;#botnet;"797072490447114240";https://twitter.com/INCIBE/status/797072490447114240
;2016/11/10;87;69;"Using #AI to create thinking #machinelearning #IoT #botnet #Industry40 #insurtech #fintech http://bit.ly/2fzF7cv pic.twitter.com/EipHpqroGI";;;#AI #machinelearning #IoT #botnet #Industry40 #insurtech #fintech;"796600897094688770";https://twitter.com/andi_staub/status/796600897094688770
;2016/11/08;4;10;"i bet supporters of both parties bought a #mirai #iot #botnet just in the case their candidate loose :) #electionday #infosec";;;#mirai #iot #botnet #electionday #infosec;"796104139965169664";https://twitter.com/x1622sec/status/796104139965169664
;2016/11/07;23;4;"" #Russian #Intel #Bots Are Boosting #infowars #AltRight @twitter Accounts For #drumpf2016 " http://heatst.com/world/russian-intel-bots-are-boosting-infowars-alt-right-twitter-accounts-for-trump … #botnet #Trolls #Trends";;@twitter;#Russian #Intel #Bots #infowars #AltRight #drumpf2016 #botnet #Trolls #Trends;"795703527863554050";https://twitter.com/LowInfoVoterHQ/status/795703527863554050
;2016/11/06;47;37;"Qu'est ce qu'un #botnet ? #DDoS #PC #mobile #consequences #attaque via @kasperskyfrancepic.twitter.com/BrMoG7SZrh";;@kasperskyfrancepic;#botnet #DDoS #PC #mobile #consequences #attaque;"795180502210805760";https://twitter.com/jblefevre60/status/795180502210805760
;2016/11/05;18;21;"La botnet Mirai contiene al menos 3 vulnerabilidades http://dlvr.it/MbkVRp  #botnet #malwarepic.twitter.com/jp16FNzGWW";;;#botnet #malwarepic;"794907391980511232";https://twitter.com/SeguInfo/status/794907391980511232
;2016/11/04;11;7;"Someone Just Used The #Mirai #Botnet To Knock An Entire Country Offline ICIT Whitepaper Coming Monday http://ow.ly/Kh5N305RjLr  #ddos #attack";;;#Mirai #Botnet #ddos #attack;"794567258400059393";https://twitter.com/ICITorg/status/794567258400059393
;2016/11/04;25;25;"Exposing the EGO MARKET: the cybercrime performed by the Linux/Moose botnet http://gosecure.net/wp-content/uploads/2016/11/Ego-Market_When-Greed-for-Fame-Benefits-Large-Scale-Botnets.pdf … (PDF) #botnet #IoT #malwarepic.twitter.com/48cjgjgieG";;;#botnet #IoT #malwarepic;"794542932317667329";https://twitter.com/x0rz/status/794542932317667329
;2016/11/03;14;9;"Combatting the Ransomware Blitzkrieg with Endpoint Security http://ow.ly/PfaN305OiDi  #ciso #cio #cto #iot #dyn #botnet #healthit #scada";;;#ciso #cio #cto #iot #dyn #botnet #healthit #scada;"794284327253241857";https://twitter.com/ICITorg/status/794284327253241857
;2016/11/03;8;3;"Sarvdap smartens up, exhibits clever behavior: http://ibm.co/2f0Dfb6  #infosec #botnet pic.twitter.com/BYqZi4H8hK";;;#infosec #botnet;"794275724643405827";https://twitter.com/IBMSecurity/status/794275724643405827
;2016/11/02;10;5;"We attacked this #IoT #botnet (Linux/Moose) and it revealed a profitable ego-market where people pay for popularity http://gosecure.net/2016/11/02/exposing-the-ego-market-the-cybercrime-performed-by-the-linux-moose-botnet/ …";;;#IoT #botnet;"793792777574354944";https://twitter.com/GoSecure_Inc/status/793792777574354944
;2016/11/01;26;13;"#DDoS in Q3: C&C servers and #botnet types https://kas.pr/qPP5  #KLreport #infosecpic.twitter.com/qI4BgkXOEr";;;#DDoS #botnet #KLreport #infosecpic;"793530681154539520";https://twitter.com/kaspersky/status/793530681154539520
;2016/11/01;16;7;"DYN Attacks Exploit Old and Well Known Vulnerabilities http://ow.ly/aSWh305JJTD  #botnet #botnetattack #cyberattack #ddos #ddosattack #iot";;;#botnet #botnetattack #cyberattack #ddos #ddosattack #iot;"793451069632286720";https://twitter.com/ICITorg/status/793451069632286720
;2016/11/01;202;110;"New IoT Malware Discovered; Infecting More Devices Worldwide http://thehackernews.com/2016/10/linux-irc-iot-botnet.html … #botnet #IoT #mirai #linux #IRCpic.twitter.com/3pFap7FFeg";;;#botnet #IoT #mirai #linux #IRCpic;"793386012311511041";https://twitter.com/TheHackersNews/status/793386012311511041
;2016/10/31;17;15;"#Linux. #Wifatch #botnet source code that tries well-known #passwords on devices -https://gitlab.com/rav7teif/linux.wifatch/tree/master …";;;#Linux #Wifatch #botnet #passwords;"793181922134401024";https://twitter.com/pentestit/status/793181922134401024
;2016/10/31;28;12;"Rex, una botnet para Linux que se integra con Mirai http://dlvr.it/MYwJDb  #botnet #malwarepic.twitter.com/cjnnfDQTUf";;;#botnet #malwarepic;"793113326066606080";https://twitter.com/SeguInfo/status/793113326066606080
;2016/10/31;25;14;"A Play-by-Play Look at the #Mirai #Botnet's Internet Takedown http://www.ioti.com/security/play-play-look-mirai-botnets-internet-takedown … #DDoS #IoT #cybersecuritypic.twitter.com/Ca8YpAcZzC";;;#Mirai #Botnet #DDoS #IoT #cybersecuritypic;"793077566269714432";https://twitter.com/TamaraMcCleary/status/793077566269714432
;2016/10/31;11;12;"Si vous êtes sages, je vous raconterai comment des dizaines de milliers de #ecig (plutôt des box), auraient pu rejoindre le #Botnet #Mirai.";;;#ecig #Botnet #Mirai;"793023331951927296";https://twitter.com/bluetouff/status/793023331951927296
;2016/10/30;21;14;"How one rent-a-botnet army of cameras and DVRs caused Internet chaos http://arstechnica.co.uk/information-technology/2016/10/inside-the-machine-uprising-how-cameras-dvrs-took-down-parts-of-the-internet/ … #cybersecurity #botnet #DDoS #IoT";;;#cybersecurity #botnet #DDoS #IoT;"792729705589841921";https://twitter.com/garyjdavis/status/792729705589841921
;2016/10/28;18;13;"The #Mirai #botnet apparently has a weakness. #Exploits may constitute #hacking back https://kas.pr/q975  via @Mike_Mimosopic.twitter.com/Sw4cm3AcSM";;@Mike_Mimosopic;#Mirai #botnet #Exploits #hacking;"792108032197009439";https://twitter.com/kaspersky/status/792108032197009439
;2016/10/27;29;103;"Understanding #DDoS attacks and how you can prevent being a part of them. https://youtu.be/Re7eSmjFgV4  #DynDNS #LOIC #BotNet #TOR";;;#DDoS #DynDNS #LOIC #BotNet #TOR;"791737149280301056";https://twitter.com/Barnacules/status/791737149280301056
;2016/10/27;76;59;"4 Ways to Protect your Smart Devices from being Hacked http://thehackernews.com/2016/10/ddos-attack-mirai-iot.html … #IoT #Botnet #Securitypic.twitter.com/ms5XDqqagF";;;#IoT #Botnet #Securitypic;"791679652607787008";https://twitter.com/TheHackersNews/status/791679652607787008
;2016/10/25;12;9;"Si estas x Granada y te interesa el Hacking, el viernes hay @hackandbeers Vol1 #hbGranada con charlas de #HackingÉtico #BotNet y #LanTurtlehttps://twitter.com/Terceranexus6/status/790814319697068032 …";;@hackandbeers;#hbGranada #Hacking #BotNet #LanTurtlehttps;"790879289700933632";https://twitter.com/eduSatoe/status/790879289700933632
;2016/10/24;13;6;"Energy Sector Hacker Reprt: Profiling the Hacker Groups that Threaten Our Energy Sector http://ow.ly/zRWR305rOQm  #IT #OT #Engineering #Botnet";;;#IT #OT #Engineering #Botnet;"790636741535395841";https://twitter.com/ICITorg/status/790636741535395841
;2016/10/24;14;4;"Cyber and Beyond: The Inner Workings of Chinese #Espionage - YouTube http://ow.ly/HUfn305rPoR  @JoshJPhilipp @EpochTimes #Panda #China #Botnet";;@JoshJPhilipp @EpochTimes;#Espionage #Panda #China #Botnet;"790606554970087425";https://twitter.com/ICITorg/status/790606554970087425
;2016/10/24;9;3;"An #IoT #botnet is partly behind Friday's massive #DDOS attack http://ow.ly/Jwxc305rOqO  #ddosattack #DYN";;;#IoT #botnet #DDOS #ddosattack #DYN;"790602644842774528";https://twitter.com/ICITorg/status/790602644842774528
;2016/10/24;150;85;"Chinese Electronics Firm to Recall its Smart Cameras recently used to Take Down the Internet — http://thehackernews.com/2016/10/iot-camera-mirai-ddos.html … #DDoS #Botnet #IoTpic.twitter.com/b9Rq5uGxUB";;;#DDoS #Botnet #IoTpic;"790582743742775296";https://twitter.com/TheHackersNews/status/790582743742775296
;2016/10/24;31;28;"#fact #botnet #IoThttps://twitter.com/0xAmit/status/790552810781863936 …";;;#fact #botnet #IoThttps;"790554146235518976";https://twitter.com/TheHackersNews/status/790554146235518976
;2016/10/23;21;17;"ISC Briefing: Large #DDoS Attack Against #Dyn #mirai #botnet #dyndns http://i5c.us/2dABr7A ";;;#DDoS #Dyn #mirai #botnet #dyndns;"790246352051580928";https://twitter.com/sans_isc/status/790246352051580928
;2016/10/23;33;58;"Was great to be on #radio @DubaiEye1038FM discussing #security #ArtificialIntelligence #iot #IIoT and the recent #botnet #dnsattackhttps://twitter.com/dubaieye1038fm/status/790035659637547009 …";;@DubaiEye1038FM;#radio #security #ArtificialIntelligence #iot #IIoT #botnet #dnsattackhttps;"790043619692539904";https://twitter.com/tobyruckert/status/790043619692539904
;2016/10/23;7;8;"This is how majority part of the Internet was taken down today. #ddos #Iot #botnet http://thehackernews.com/2016/10/iot-dyn-ddos-attack.html …pic.twitter.com/xAg5DI7PU7";;;#ddos #Iot #botnet;"790017907891855360";https://twitter.com/rul3r/status/790017907891855360
;2016/10/22;56;46;"#Mirai Botnet Linked to Massive #DDoSAttacks on #DynDNS | https://www.hackread.com/mirai-botnet-linked-to-dyn-dns-ddos-attacks/ … #Security #Malware #BotNet #IoTpic.twitter.com/VQtxivUfHW";;;#Mirai #DDoSAttacks #DynDNS #Security #Malware #BotNet #IoTpic;"789897013861244928";https://twitter.com/HackRead/status/789897013861244928
;2016/10/22;42;36;"Botnet Mirai: Internet de las Cosas está "destruyendo" Internet http://dlvr.it/MVqPKy  #atacantes #botnet pic.twitter.com/dz3aR7PYZS";;;#atacantes #botnet;"789806656380997636";https://twitter.com/SeguInfo/status/789806656380997636
;2016/10/22;45;41;"ICYMI, the tool used for the global #DDoS that happened yesterday is open-source https://github.com/jgamblin/Mirai-Source-Code … #Mirai #botnet #IoT";;;#DDoS #Mirai #botnet #IoT;"789748388258582528";https://twitter.com/x0rz/status/789748388258582528
;2016/10/22;233;144;"An Army of Million Hacked #IoT Devices Almost Broke the Internet Today http://thehackernews.com/2016/10/iot-dyn-ddos-attack.html … #security #ddos #botnet pic.twitter.com/xtG55uLgRw";;;#IoT #security #ddos #botnet;"789742571107000320";https://twitter.com/TheHackersNews/status/789742571107000320
;2016/10/22;0;0;"Kaljalla. Oma loppuillan denial of service johtui enemmänkin liian korkeasta humalatilasta, kuin botnetistä. #ddos #botnet #olut @sakari";;@sakari;#ddos #botnet #olut;"789706725020532736";https://twitter.com/Niq1982/status/789706725020532736
;2016/10/22;18;4;"Las fallas de seguridad y los #backdoor que existen en #IoT, han hecho que #botnet las usen de aliados. #DDoSAttack o #AutoDDoSAttack | #USApic.twitter.com/bxSYDPgVGp";;;#backdoor #IoT #botnet #DDoSAttack #AutoDDoSAttack #USApic;"789595669325418496";https://twitter.com/miguelguerrape/status/789595669325418496
;2016/10/22;0;0;"Julkiseen keskusteluun pölähtävät juuri sanat #mirai ja #botnet sekä mirain koodin avaus kaksi viikkoa sitten. Kiitos. #digitalist @hsfi";;@hsfi;#mirai #botnet #digitalist;"789572239771533312";https://twitter.com/JiiPeePuro/status/789572239771533312
;2016/10/18;34;27;"How the Mirai botnet works http://blog.level3.com/security/grinch-stole-iot/ … #IoT #botnet #malware #DDoSpic.twitter.com/3P41mO2R8k";;;#IoT #botnet #malware #DDoSpic;"788425371033231364";https://twitter.com/x0rz/status/788425371033231364
;2016/10/18;2;11;"How the Grinch Stole IoT - @Level3 publishes new information on the #Mirai #botnet, including the current C2 list. http://blog.level3.com/security/grinch-stole-iot/ …";;@Level3;#Mirai #botnet;"788388676539514881";https://twitter.com/packetcop/status/788388676539514881
;2016/10/17;17;13;"Mapping #Mirai: A #Botnet Case Study | #Malware #hacking #cybersecurityhttp://buff.ly/2dkIAZr ";;;#Mirai #Botnet #Malware #hacking #cybersecurityhttp;"787860708339884034";https://twitter.com/ThoHeller/status/787860708339884034
;2016/10/15;16;11;"DDoS-Tool Mirai versklavt Gateways von Sierra Wireless fürs IoT-Botnet https://www.heise.de/newsticker/meldung/DDoS-Tool-Mirai-versklavt-Gateways-von-Sierra-Wireless-fuers-IoT-Botnet-3351085.html … #Botnet";;;#Botnet;"787244390448238592";https://twitter.com/heiseonline/status/787244390448238592
;2016/10/11;10;4;"What is a #Botnet & How to Prevent Your PC From Being Enslaved http://buff.ly/2e2gVNY  via @heimdalsecurity #cybersecurity #infosec";;@heimdalsecurity;#Botnet #cybersecurity #infosec;"785891005287587840";https://twitter.com/djmyerslaw/status/785891005287587840
;2016/10/11;8;11;"#IoT #Botnet uses HTTP traffic to #DDoS targets via @threatpost https://kas.pr/SdH9 pic.twitter.com/UvnqCbwRn2";;@threatpost;#IoT #Botnet #DDoS;"785881772974301185";https://twitter.com/kaspersky/status/785881772974301185
;2016/10/09;26;21;"Mirai #botnet C&C tracker at http://miraitracker.net/  #malware #mirai";;;#botnet #malware #mirai;"785140261282279424";https://twitter.com/x0rz/status/785140261282279424
;2016/10/08;9;8;"Retweeted Thorsten Heller ( @ThoHeller): Source #Code for #IoT #botnet responsible for World's largest #DDoS... http://fb.me/1wtSznqGM ";;@ThoHeller;#Code #IoT #botnet #DDoS;"784613085378207744";https://twitter.com/DJWarrenYoung/status/784613085378207744
;2016/10/06;11;6;"More insight into size, scope of IoT #botnet impact from Level 3 security team. http://lvlt.co/2dFAqiR  via @DrewFitzGerald @bobmcmillan";;@DrewFitzGerald @bobmcmillan;#botnet;"783776291728269312";https://twitter.com/Level3Now/status/783776291728269312
;2016/10/04;10;13;">116k devices on shodan in US alone of 1 device model detailed in our #IoT vuln blog post https://www.mdsec.co.uk/2016/10/building-an-iot-botnet-bsides-manchester-2016/ … great target for #botnet";;;#IoT #botnet;"783349382372622337";https://twitter.com/domchell/status/783349382372622337
